mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
30	30	30	30a	237/2	237/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	373
30	30	30	30a	237/2	237/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	369
30	30	30	30a	119	119	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	374
30	30	30	30a	119	119	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	374
30	30	30	30a	239/2	239/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	375
30	30	30	30a	239/2	239/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	375
31	31	31	31a	120	120	2.0		0	0	4/4	2	2	1/2		1/2	1		8	56	G#3	3	391
31	31	31	31a	120	120	1.75		0	0	4/4	1	1	7/16		1/4	7/4		-1	77	F5	5	378
31	31	31	31a	241/2	241/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	385
31	31	31	31a	241/2	241/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	385
31	31	31	31a	121	121	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	386
31	31	31	31a	121	121	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	386
31	31	31	31a	243/2	243/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	387
31	31	31	31a	243/2	243/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	387
31	31	31	31a	487/4	487/4	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	379
31	31	31	31a	975/8	975/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		-1	77	F5	5	380
31	31	31	31a	122	122	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		8	56	G#3	3	392
31	31	31	31a	122	122	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	79	G5	5	381
31	31	31	31a	245/2	245/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	388
31	31	31	31a	245/2	245/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	388
31	31	31	31a	245/2	245/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	382
31	31	31	31a	123	123	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	389
31	31	31	31a	123	123	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	389
31	31	31	31a	123	123	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		4	76	E5	5	383
31	31	31	31a	247/2	247/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	390
31	31	31	31a	247/2	247/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	390
31	31	31	31a	247/2	247/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	384
32	32	32	32a	124	124	2.0		0	0	4/4	2	2	1/2		1/2	1		1	55	G3	3	404
32	32	32	32a	124	124	1.0		0	0	4/4	1	1	1/4		1/4	1		7	73	C#5	5	393
32	32	32	32a	249/2	249/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	398
32	32	32	32a	249/2	249/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	398
32	32	32	32a	125	125	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	399
32	32	32	32a	125	125	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	399
32	32	32	32a	251/2	251/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	400
32	32	32	32a	251/2	251/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	400
32	32	32	32a	503/4	503/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	394
32	32	32	32a	126	126	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		1	55	G3	3	405
32	32	32	32a	126	126	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		9	75	D#5	5	395
32	32	32	32a	253/2	253/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	401
32	32	32	32a	253/2	253/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	401
32	32	32	32a	253/2	253/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	396
32	32	32	32a	127	127	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	402
32	32	32	32a	127	127	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		7	61	C#4	4	402
32	32	32	32a	255/2	255/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	403
32	32	32	32a	255/2	255/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	403
32	32	32	32a	511/4	511/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	397
33	33	33	33a	128	128	2.0		0	0	4/4	2	2	1/2		1/2	1		4	52	E3	3	415
33	33	33	33a	128	128	0.5		0	0	4/4	1	1	1/8		1/8	1		6	78	F#5	5	406
33	33	33	33a	257/2	257/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	411
33	33	33	33a	257/2	257/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	411
33	33	33	33a	257/2	257/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	407
33	33	33	33a	129	129	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	412
33	33	33	33a	129	129	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		7	61	C#4	4	412
33	33	33	33a	259/2	259/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	413
33	33	33	33a	259/2	259/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	413
33	33	33	33a	519/4	519/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	408
33	33	33	33a	130	130	1.0		1/2	1/2	4/4	2	2	1/4		1/4	1		7	49	C#3	3	416
33	33	33	33a	130	130	1.0		1/2	1/2	4/4	2	2	1/4		1/4	1		4	52	E3	3	416
33	33	33	33a	130	130	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		1	55	G3	3	414
33	33	33	33a	130	130	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		0	84	C6	6	409
33	33	33	33a	261/2	261/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-2	82	Bb5	5	410
34	34	34	34a	529/4	529/4	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	417
34	34	34	34a	265/2	265/2	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		0	84	C6	6	418
34	34	34	34a	531/4	531/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		-2	82	Bb5	5	419
34	34	34	34a	133	133	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		3	81	A5	5	420
34	34	34	34a	533/4	533/4	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	421
34	34	34	34a	267/2	267/2	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		-1	77	F5	5	422
34	34	34	34a	535/4	535/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	423
34	34	34	34a	134	134	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		2	74	D5	5	424
34	34	34	34a	537/4	537/4	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		7	73	C#5	5	425
34	34	34	34a	269/2	269/2	0.25		5/8	5/8	4/4	1	1	1/16		1/16	1		4	76	E5	5	426
34	34	34	34a	539/4	539/4	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	427
34	34	34	34a	135	135	0.25		3/4	3/4	4/4	1	1	1/16		1/16	1		0	72	C5	5	428
34	34	34	34a	541/4	541/4	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	429
34	34	34	34a	271/2	271/2	0.25		7/8	7/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	430
34	34	34	34a	543/4	543/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	431
34	34	34	34a	136	136	0.25		1	1	4/4	1	1	1/16		1/16	1		-1	65	F4	4	432
34	34	34	34a	545/4	545/4	0.25		17/16	17/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	433
34	34	34	34a	273/2	273/2	0.25		9/8	9/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	434
34	34	34	34a	547/4	547/4	0.25		19/16	19/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	435
34	34	34	34a	137	137	0.25		5/4	5/4	4/4	1	1	1/16		1/16	1		4	64	E4	4	436
34	34	34	34a	549/4	549/4	0.25		21/16	21/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	437
34	34	34	34a	275/2	275/2	0.25		11/8	11/8	4/4	1	1	1/16		1/16	1		0	60	C4	4	438
34	34	34	34a	551/4	551/4	0.25		23/16	23/16	4/4	1	1	1/16		1/16	1		-2	58	Bb3	3	439
34	34	34	34a	138	138	0.25		3/2	3/2	4/4	1	1	1/16		1/16	1		3	57	A3	3	440
34	34	34	34a	553/4	553/4	0.25		25/16	25/16	4/4	1	1	1/16		1/16	1		1	55	G3	3	441
34	34	34	34a	277/2	277/2	0.25		13/8	13/8	4/4	1	1	1/16		1/16	1		-1	53	F3	3	442
34	34	34	34a	555/4	555/4	0.25		27/16	27/16	4/4	1	1	1/16		1/16	1		4	52	E3	3	443
34	34	34	34a	139	139	0.25		7/4	7/4	4/4	1	1	1/16		1/16	1		2	50	D3	3	444
34	34	34	34a	557/4	557/4	0.25		29/16	29/16	4/4	1	1	1/16		1/16	1		7	49	C#3	3	445
34	34	34	34a	279/2	279/2	0.25		15/8	15/8	4/4	1	1	1/16		1/16	1		4	52	E3	3	446
34	34	34	34a	559/4	559/4	0.25		31/16	31/16	4/4	1	1	1/16		1/16	1		3	45	A2	2	447
34	34	34	34a	140	140	0.25		2	2	4/4	1	1	1/16		1/16	1		0	48	C3	3	448
34	34	34	34a	561/4	561/4	0.25		33/16	33/16	4/4	1	1	1/16		1/16	1		-2	46	Bb2	2	449
34	34	34	34a	281/2	281/2	0.25		17/8	17/8	4/4	1	1	1/16		1/16	1		3	45	A2	2	450
34	34	34	34a	563/4	563/4	0.25		35/16	35/16	4/4	1	1	1/16		1/16	1		1	43	G2	2	451
35	34	35	34a	141	141	0.25		0	0	4/4	2	1	1/16		1/16	1		0	36	C2	2	452
35	34	35	34a	565/4	565/4	0.25		1/16	1/16	4/4	2	1	1/16		1/16	1		-3	39	Eb2	2	453
35	34	35	34a	283/2	283/2	0.25		1/8	1/8	4/4	2	1	1/16		1/16	1		6	42	F#2	2	454
35	34	35	34a	567/4	567/4	0.25		3/16	3/16	4/4	2	1	1/16		1/16	1		3	45	A2	2	455
35	34	35	34a	142	142	0.25		1/4	1/4	4/4	2	1	1/16		1/16	1		0	48	C3	3	456
35	34	35	34a	569/4	569/4	0.25		5/16	5/16	4/4	2	1	1/16		1/16	1		-3	51	Eb3	3	457
35	34	35	34a	285/2	285/2	0.25		3/8	3/8	4/4	2	1	1/16		1/16	1		6	54	F#3	3	458
35	34	35	34a	571/4	571/4	0.25		7/16	7/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	459
35	34	35	34a	143	143	0.25		1/2	1/2	4/4	2	1	1/16		1/16	1		0	60	C4	4	460
35	34	35	34a	573/4	573/4	0.25		9/16	9/16	4/4	2	1	1/16		1/16	1		-3	63	Eb4	4	461
35	34	35	34a	287/2	287/2	0.25		5/8	5/8	4/4	2	1	1/16		1/16	1		6	66	F#4	4	462
35	34	35	34a	575/4	575/4	0.25		11/16	11/16	4/4	2	1	1/16		1/16	1		3	69	A4	4	463
35	34	35	34a	144	144	0.25		3/4	3/4	4/4	2	1	1/16		1/16	1		0	72	C5	5	464
35	34	35	34a	577/4	577/4	0.25		13/16	13/16	4/4	2	1	1/16		1/16	1		-3	75	Eb5	5	465
35	34	35	34a	289/2	289/2	0.25		7/8	7/8	4/4	2	1	1/16		1/16	1		6	78	F#5	5	466
35	34	35	34a	579/4	579/4	0.25		15/16	15/16	4/4	2	1	1/16		1/16	1		3	81	A5	5	467
35	34	35	34a	145	145	0.25		1	1	4/4	2	1	1/16		1/16	1		0	84	C6	6	468
35	34	35	34a	581/4	581/4	0.5		17/16	17/16	4/4	2	1	1/8		1/8	1		-3	87	Eb6	6	469
36	35	36	35a	585/4	585/4	0.5		0	0	4/4	1	1	1/8		1/8	1		2	62	D4	4	470
36	35	36	35a	587/4	587/4	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	471
36	35	36	35a	589/4	589/4	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		2	62	D4	4	472
36	35	36	35a	591/4	591/4	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	473
36	35	36	35a	593/4	593/4	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		2	62	D4	4	474
36	35	36	35a	595/4	595/4	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	475
36	35	36	35a	597/4	597/4	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		1	43	G2	2	479
36	35	36	35a	597/4	597/4	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	479
36	35	36	35a	597/4	597/4	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		-2	58	Bb3	3	478
36	35	36	35a	597/4	597/4	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		2	62	D4	4	476
36	35	36	35a	599/4	599/4	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	477
37	36	37	36a	601/4	601/4	1.0		0	0	4/4	2	1	1/4		1/4	1		6	42	F#2	2	492
37	36	37	36a	601/4	601/4	1.0		0	0	4/4	2	1	1/4		1/4	1		6	54	F#3	3	492
37	36	37	36a	601/4	601/4	1.0		0	0	4/4	1	2	1/4		1/4	1		3	57	A3	3	488
37	36	37	36a	601/4	601/4	0.5		0	0	4/4	1	1	1/8		1/8	1		2	62	D4	4	480
37	36	37	36a	603/4	603/4	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	481
37	36	37	36a	605/4	605/4	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	41	F2	2	493
37	36	37	36a	605/4	605/4	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	493
37	36	37	36a	605/4	605/4	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		8	56	G#3	3	489
37	36	37	36a	605/4	605/4	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		2	62	D4	4	482
37	36	37	36a	607/4	607/4	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	483
37	36	37	36a	609/4	609/4	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		4	40	E2	2	494
37	36	37	36a	609/4	609/4	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		4	52	E3	3	494
37	36	37	36a	609/4	609/4	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		1	55	G3	3	490
37	36	37	36a	609/4	609/4	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		2	62	D4	4	484
37	36	37	36a	611/4	611/4	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		7	61	C#4	4	485
37	36	37	36a	613/4	613/4	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		-3	39	Eb2	2	495
37	36	37	36a	613/4	613/4	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		-3	51	Eb3	3	495
37	36	37	36a	613/4	613/4	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		7	61	C#4	4	491
37	36	37	36a	613/4	613/4	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		1	67	G4	4	486
37	36	37	36a	615/4	615/4	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	487
38	37	38	37a	617/4	617/4	2.0		0	0	4/4	2	1	1/2		1/2	1	1	2	38	D2	2	505
38	37	38	37a	617/4	617/4	2.0		0	0	4/4	2	1	1/2		1/2	1	1	2	50	D3	3	505
38	37	38	37a	617/4	617/4	2.0		0	0	4/4	1	2	1/2		1/2	1		7	61	C#4	4	503
38	37	38	37a	617/4	617/4	1.5		0	0	4/4	1	1	3/8		1/4	3/2		1	67	G4	4	496
38	37	38	37a	623/4	623/4	0.125		3/8	3/8	4/4	1	1	1/32		1/32	1		6	66	F#4	4	497
38	37	38	37a	1247/8	1247/8	0.125		13/32	13/32	4/4	1	1	1/32		1/32	1		1	67	G4	4	498
38	37	38	37a	156	156	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		3	69	A4	4	499
38	37	38	37a	1249/8	1249/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		1	67	G4	4	500
38	37	38	37a	625/4	625/4	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1	-1	2	38	D2	2	506
38	37	38	37a	625/4	625/4	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1	-1	2	50	D3	3	506
38	37	38	37a	625/4	625/4	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		2	62	D4	4	504
38	37	38	37a	625/4	625/4	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		6	66	F#4	4	501
38	37	38	37a	158	158	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	502
39	38	39	38a	633/4	633/4	0.25		0	0	4/4	1	1	1/16		1/16	1		1	67	G4	4	507
39	38	39	38a	317/2	317/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	508
39	38	39	38a	635/4	635/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	518
39	38	39	38a	635/4	635/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	518
39	38	39	38a	159	159	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	509
39	38	39	38a	637/4	637/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	519
39	38	39	38a	637/4	637/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	519
39	38	39	38a	637/4	637/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		1	67	G4	4	510
39	38	39	38a	319/2	319/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	511
39	38	39	38a	639/4	639/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	520
39	38	39	38a	639/4	639/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	520
39	38	39	38a	160	160	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	512
39	38	39	38a	641/4	641/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		0	60	C4	4	521
39	38	39	38a	641/4	641/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	521
39	38	39	38a	641/4	641/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		1	67	G4	4	513
39	38	39	38a	321/2	321/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	514
39	38	39	38a	643/4	643/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	522
39	38	39	38a	643/4	643/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	522
39	38	39	38a	161	161	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	515
39	38	39	38a	645/4	645/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	523
39	38	39	38a	645/4	645/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	523
39	38	39	38a	323/2	323/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	516
39	38	39	38a	647/4	647/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	524
39	38	39	38a	647/4	647/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	524
39	38	39	38a	162	162	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	517
40	39	40	39a	649/4	649/4	0.25		0	0	4/4	1	1	1/16		1/16	1		3	69	A4	4	525
40	39	40	39a	325/2	325/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	526
40	39	40	39a	651/4	651/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	536
40	39	40	39a	651/4	651/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	536
40	39	40	39a	163	163	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	527
40	39	40	39a	653/4	653/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	537
40	39	40	39a	653/4	653/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	537
40	39	40	39a	653/4	653/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		3	69	A4	4	528
40	39	40	39a	327/2	327/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	529
40	39	40	39a	655/4	655/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	538
40	39	40	39a	655/4	655/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	538
40	39	40	39a	164	164	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	530
40	39	40	39a	657/4	657/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	539
40	39	40	39a	657/4	657/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	539
40	39	40	39a	657/4	657/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		3	69	A4	4	531
40	39	40	39a	329/2	329/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	532
40	39	40	39a	659/4	659/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	540
40	39	40	39a	659/4	659/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	540
40	39	40	39a	165	165	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	533
40	39	40	39a	661/4	661/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	541
40	39	40	39a	661/4	661/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	541
40	39	40	39a	331/2	331/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	534
40	39	40	39a	663/4	663/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	542
40	39	40	39a	663/4	663/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	542
40	39	40	39a	166	166	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	535
41	40	41	40a	665/4	665/4	0.25		0	0	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	543
41	40	41	40a	333/2	333/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	544
41	40	41	40a	667/4	667/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	554
41	40	41	40a	667/4	667/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	554
41	40	41	40a	167	167	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	545
41	40	41	40a	669/4	669/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		6	54	F#3	3	555
41	40	41	40a	669/4	669/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	555
41	40	41	40a	669/4	669/4	0.25		1/4	1/4	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	546
41	40	41	40a	335/2	335/2	0.25		5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	547
41	40	41	40a	671/4	671/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	556
41	40	41	40a	671/4	671/4	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	556
41	40	41	40a	168	168	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	548
41	40	41	40a	673/4	673/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		6	54	F#3	3	557
41	40	41	40a	673/4	673/4	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	557
41	40	41	40a	673/4	673/4	0.25		1/2	1/2	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	549
41	40	41	40a	337/2	337/2	0.25		9/16	9/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	550
41	40	41	40a	675/4	675/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	558
41	40	41	40a	675/4	675/4	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	558
41	40	41	40a	169	169	0.25		11/16	11/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	551
41	40	41	40a	677/4	677/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		6	54	F#3	3	559
41	40	41	40a	677/4	677/4	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	559
41	40	41	40a	339/2	339/2	0.25		13/16	13/16	4/4	1	1	1/16		1/16	1		-3	75	Eb5	5	552
41	40	41	40a	679/4	679/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	560
41	40	41	40a	679/4	679/4	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	560
41	40	41	40a	170	170	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	553
42	41	42	41a	681/4	681/4	0.5		0	0	4/4	2	1	1/8		1/8	1		1	55	G3	3	570
42	41	42	41a	681/4	681/4	0.5		0	0	4/4	2	1	1/8		1/8	1		2	62	D4	4	570
42	41	42	41a	681/4	681/4	0.25		0	0	4/4	1	1	1/16		1/16	1		0	72	C5	5	561
42	41	42	41a	341/2	341/2	0.25		1/16	1/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	562
42	41	42	41a	683/4	683/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	571
42	41	42	41a	683/4	683/4	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	571
42	41	42	41a	171	171	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	563
42	41	42	41a	685/4	685/4	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	572
